"","group","s__Actinomyces_graevenitzii","s__Rothia_mucilaginosa","s__Collinsella_aerofaciens","s__Bacteroides_coprocola","s__Bacteroides_dorei","s__Bacteroides_plebeius","s__Butyricimonas_synergistica","s__Parabacteroides_goldsteinii","s__Porphyromonas_gingivalis","s__Alloprevotella_unclassified","s__Paraprevotella_clara","s__Prevotella_copri","s__Prevotella_histicola","s__Prevotella_melaninogenica","s__Prevotella_pallens","s__Gemella_haemolysans","s__Lactobacillus_crispatus","s__Lactobacillus_salivarius","s__Streptococcus_downei","s__Clostridium_asparagiforme","s__Pseudoflavonifractor_capillosus","s__Eubacterium_limosum","s__Coprococcus_eutactus","s__Oribacterium_sinus","s__Catenibacterium_mitsuokai","s__Erysipelotrichaceae_bacterium_2_2_44A","s__Anaeroglobus_geminatus","s__Megamonas_funiformis","s__Fusobacterium_mortiferum","s__Sutterella_wadsworthensis","s__Aeromonas_veronii","s__Klebsiella_unclassified","s__Aggregatibacter_aphrophilus","cluster"
"393","0",0,0.00134,0.20456,0,0,4.26335,0,0,0,0,0.70047,0,0,0,0,0,0,0,0,0.1382,0.00112,0,0,0,0,0.00423,0,0,0,0,0,0.00522,0,2
"394","1",0,0,0.32338,0,1.4543,14.34218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995,0,0,0,0,0,0,0,0.15489,0,0,0,0.01145,0,1
"395","1",0,0,1.82127,0,0.84059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223,0.01385,0,0,0,0,0.01128,0,0,0,0.01479,0,0,0,2
"396","0",0,0.0107,0.79434,0,12.05598,0,0,0,0,0,0.47201,0,0,0,0,0,0,0,0,0.00445,0,0,0,0,0,0.00241,0.00026,0,0,0,0,0.00928,0,2
"397","1",0,0.05414,0.46549,2.39596,0.00663,0,0,0.01191,0,0,0,35.40475,0,0,0,0,0,0.39867,0,0,0,0,0,0.00379,0.31853,0,0,0,0,0.46225,0,0,0.00272,1
"398","1",0.00303,0.00079,0.52327,1.34076,0,8.74477,0,0.00128,0,0,0,0,0,0,0,0.01024,0,0,0,0.00684,0,0,0,0.01119,0,0,0,0.36576,0,1.04209,0,0,0,1
"399","1",0,0.02797,0.43541,0,1.28499,0.30948,0,0.22235,0,0,0,8.93872,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"400","0",0,0.01803,0.30184,2.91579,0.38338,3.44784,0,0.01341,0,0,0,10.79106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"401","1",0.02858,0,0.57286,0,11.97656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"402","0",0,0,0.31621,0,10.78649,0,0,0,0,0,1.05828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51037,0,0,0,0,0,2
"403","1",0,0,1.42793,2.34557,0.40089,0.70692,0,0.18065,0,0,0.06909,6.81278,0,0,0,0,0,0,0,0,0.0015,0,0,0,2.01845,0,0,0.2055,0,0,0,0,0,1
"404","1",0,0.00578,2.94811,6.48692,0.00202,1.28566,0,0,0,0,0.17032,0,0,0,0,0.00298,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,0.04012,0,0,0,1
"405","1",0.00609,0.02135,1.67667,0,0.00085,1.43125,0,0.05922,0,0,0,4.20865,0,0,0,0,0,0.04155,0,0.00436,0,0,0,0.01495,1.15566,0.00153,0,0,0,0,0,0.42324,0,1
"406","0",0,0.0252,0.11592,0,16.70357,0,0,0.02435,0,0,0,0,0,0,0,0,0,0,0,0.02979,0.01453,0,0,0.00152,1.97626,0,0,0,0,0.48954,0,0,0,2
"407","1",0,0.00764,3.77498,0,0,10.4865,0,0.04414,0,0,0.22246,0,0,0,0,0,0,0,0,0.05477,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"408","1",0,0,0.2868,5.58603,6.42124,0,0,0.15131,0,0,0,0,0,0,0,0,0.0142,0.16,0,0.04329,0.01042,0,0,0,0,0,0,0,0,0,0,0,0,2
"409","1",0,0.00597,2.17542,0,0.00197,0,0,0,0,0,0,0,0,0,0,0.08475,0,0,0,0,0,0,0,0.00073,0,0,0.00295,0,1.46188,0.01257,0,0,0,1
"410","1",0,0,1.28919,0,6.0994,0,0,0.11895,0,0,0.31148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03903,0,0,0,0,2
"411","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22434,0.5834,0.00678,0,0,0,0.00497,0,0,0,4.51429,0,0,0,2
"412","0",0,0,0.13883,18.68345,0.15775,0,0,0.00388,0,0,0.10636,16.71295,0,0,0,0,0,0,0,0.06269,0.00097,0,0,0,0,0,0,0,0,0,0,0,0,1
"413","0",0,0,0.83764,0,0.27659,0,0,0.09144,0,0,0,1.2851,0,0,0,0,0,0,0,0.00726,0.0673,0,0,0,1.35671,0.00083,0,0,0,0,0,0,0,2
"414","0",0,0.0405,0.55664,0,14.34682,0,0,0,0,0,0,0,0,0,0,0.00113,0,0.80925,0,0,0,0,0,0.00325,0,0,0,0,0,0,0,0.23473,0,2
"415","0",0,0.0253,0.13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70873,0,0,0,2
"416","0",0,0.00595,4.43439,0,0.34662,0,0,0.05718,0,0,0,0,0,0,0,0.02408,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,2
"417","0",0,0.014,0,0,7.02622,5.64328,0,0.69377,0,0,0,0,0,0,0,0,0,0,0,0.33449,0.08232,0,0,0,0,0,0,0,0,0,0,0,0,2
"418","0",0,0,0,0,0,0,0,0,0,0.00981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"419","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"420","0",0,0,1.72758,15.30626,3.66515,0,0,0,0,0,0.2662,5.44848,0,0,0,0,0,0,0,0,0.02613,0,0,0,0,0.0055,0,0,0.66668,4.27561,0,0,0,1
"421","0",0,0.00924,1.87969,0,0.50129,9.76937,0,0,0,0,0,23.65103,0,0,0,0.00926,0,0,0,0.04873,0.049,0.00739,0,0,0,0,0,0,1.3726,1.64106,0,0,0,1
"422","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05305,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"423","0",0.00074,0,1.59468,0,0.78164,3.52351,0,0.01563,0,0,0,38.77736,0,0,0,0,0,0,0,0,0.01573,0,0,0,0,0.00443,0,0,0,0,0,0,0,1
"424","0",0,0.01016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01777,0,0,0,0,0,0,0,0,0,0.00234,0,2
"425","0",0.00045,0.03954,1.47437,0,2.28533,41.26772,0,0.06182,0,0,0,0.0173,0,0,0,0,0,0,0,0.04406,0,9e-04,0,0.00375,0,0,0,0,0,0,0,0,0,1
"426","0",0,0.01936,0.33582,0,0.09043,5.50422,0,0.00313,0,0,0,0.00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29058,0,0.39484,0,0,0,1
"427","0",0.03036,0.045,0,0,11.75427,10.02054,0,0.07752,0,0.00051,0,0.01694,0,0.01155,0,0.05407,0,0,0,0.01171,0,0,0,0.00221,0,0,0,0,0,0,0,0.02115,0,1
"428","0",0,0,0.61894,0,0.32546,1.18253,0,0,0,0,0.13456,28.45823,0,0,0,0,0,0,0,0.02642,0,0,0,0,0,0.00236,0,0.05032,0.12215,0.81006,0,0,0,1
"429","1",0.00258,0.00231,4.64118,0,0.25937,0,0,0,0,0,0,59.34944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01297,0.4475,1.21966,0,0,0,1
"430","1",0,0.03674,0.75711,5.80652,0.01096,2.6964,0,0,0,0,0,17.10374,0,0,0,0,0,0,0,0.06141,0.00036,0,0,0.00702,0,0,0.06331,0,0,0,0,0,0,1
"431","1",0.01179,0.08573,1.23671,0,2.24652,0,0,0.12001,0,0,0,0.05523,0,0.0255,0,0.01384,0,0,0,0.03601,0,0,0,0.02464,0,0,0,0,0,3.42247,0,0,0,1
"432","1",0,0,0,0,12.98612,0,0.01204,0.04517,0,0,0,0,0,0,0,0,0,0,0,0.06855,0.02781,0,0,0,0,0,0,0,0,0,0,0,0,2
"433","0",0,0.00092,0.43262,8.0681,0.00057,21.62946,0,0.00304,0,0,0,0,0,0,0,0,0,0.09179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"434","1",0,0.02373,0,0,27.25348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12077,0,0,0,0.00033,0,0,0,0,0.2797,0,0,0,0,2
"435","1",0.0702,0.12169,0.90168,0.00562,0.26056,0.0358,0,0.07693,0,0,0,0,0.02076,0,0,0.03829,0,0,0,0.05014,0,0.05231,0,0.0924,0,0.03546,0,0.00416,4.51702,0.77257,0,0,0,1
"436","0",0,0,0,0,6.54879,0,0,0.0794,0,0,0,0,0,0,0,0,0,0,0,0.08455,0,0.04885,0,0,0,0.0277,0,0,0,0,0,0,0,2
"437","1",0,0,1.42247,0,0,0,0,0.51585,0,0,0,0,0,0,0,0,0,0,0,0.0128,0,0.01872,0,0,0,0.00529,0,0,0.76944,0.40961,0,0,0,1
"438","1",0.02792,0.05966,1.43193,0,0.04865,3.78135,0,0.09247,0,0,0,0,0,0,0,0,0,0.02351,0,0,0,0,0,0,0,0.01968,0,0.06848,0.92128,0.87894,0,0,0,1
"439","1",0,0,0.15686,0,10.62094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00295,0.00239,0,0,0,0,0,0,0,0,2.3293,0,0,0,2
"440","0",0,0.00797,0,0,10.65752,0,0,0,0,0,0,0,0,0,0,0.00091,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,1.6616,0,2
"441","1",0.00123,0.01874,0,0,42.64178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01889,0,0,0,0,0,0,0,0,0,0,0,2
"442","1",0,0,0.49433,0,0.00944,0,0,0,0,0,0.34253,10.98269,0,0,0,0,0,0,0,0.01168,0.00167,0,0,0,0,0.03148,0,0,9.69313,6.09804,0,0.00438,0,1
"443","1",0,0,0.38268,0,0.71101,21.63668,0,0,0,0,2.75531,0,0,0,0,0,0,0,0,0.03276,0,0,0,0,0.08965,0,0,0,1.14401,0.1973,0,0.00126,0,1
"444","0",0.44142,0.22668,0.75371,0,26.27764,0,0,0,0,0,0,0,0,0,0,0.62483,0,0,0,0,0,0,0,0.10449,0,0.00074,0,1.08609,0,0.37635,0,0,0,1
"445","1",0,0.01142,4.11666,0,7.09102,0,0,0.00751,0,0,0,0,0,0,0,0.01499,0,0,0,0.04207,0,0,0,0.00088,0,0,0,0,3.94275,3.30391,0,0,0,1
"446","0",0.00181,0.00621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01414,0.00394,0,0,0,0,0,0,0,0,0,0,0.02193,0,2
"447","1",0.02263,0.0917,3.94684,0,0.0698,3.12302,0,0.0212,0,0,0,0,0.04152,0,0,0.00577,0,0.48428,0,0,0,0,0,0.01148,0.11339,0,0,0,0,1.74248,0,1.49209,0,1
"448","1",0,0.00256,0.39705,0,2.48759,0.31817,0,0.06548,0,0,0.64916,0.00204,0,0,0,0,0,0.00463,0,0.00614,0.0136,0,0,0,0,0.00071,0,0,0,0,0,0,0,1
"449","1",0,0.01351,0.17874,0,4.01196,0.17191,0,0.29815,0,0,0,0.00556,0,0,0,0,0,0,0,0.01384,0.00624,0,0,0.00075,0,0.00154,0,0,0,0.55269,0,0.04483,0,1
"450","1",0,0,0.90332,8.81392,0,19.65553,0,0.00408,0,0,0.11181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23552,3.52676,0.96295,0,0,0,1
"451","0",0,0,0.24211,0.00086,1.46501,4.69093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1227,0.00193,0,0,0,0,0,0,0,0,3.98417,0,0,0,1
"452","1",0,0,1.493,0,1.86428,0.7809,0,0.12981,0,0,0.42825,0,0,0,0,0,0,0.07238,0,0.00812,0.0062,0.00911,0,0,0,0.01913,0,0,0,0.03135,0,0,0,2
"453","1",0,0,0.7044,20.53017,0.15482,10.40267,0,0.00752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12901,0.09019,1.3696,0,0,0,1
"454","1",0,0,0.23973,0.00053,0.87324,0.39479,0,0.06779,0,0,0,43.28528,0,0,0,0,0,0,0,0,0,0,0,0,0.63146,0,0,0,0,0.39697,0,0,0,1
"455","1",0,0.00989,1.15568,0,0,0,0,0.36891,0,0,0,0.00327,0,0.00219,0,0.00529,0,0,0,0,0.00475,0,0,0.0053,0,0.01227,0,0,0,0,0,0,0,2
"456","1",0,0.04474,0.48406,0,0.07038,7.75354,0,0,0,0,1.04689,15.10104,0,0,0,0.00569,0,0.03925,0,0.00504,0,0,0,0.01169,0,0,0,0,0,0,0,0.00738,0,1
"457","0",0,0.14348,0.74399,0,0.51641,0.0816,0,0,0,0,0.06761,62.97504,0,0,0,0,0,0.15513,0,0,0,0,0,0,1.23716,0,0,0,0,0.42601,0,0,0,1
"458","0",0,0.14163,0.58483,0,0,0,0,0.01241,0,0,0,0.00297,0,0,0,0.01085,0,0,0,0.0036,0,0,0,0.00037,0.8448,0,0.00122,0,0.08508,1.77605,0,0.19252,0,1
"459","1",0,0,0.23107,3.38467,1.6636,2.09604,0,0,0,0,1.83331,0.00451,0,0,0,0,0,0,0,0.05047,0.00171,0.02862,0,0,0,0.00334,0,0.53923,1.88435,0,0,0,0,1
"460","0",0,0.00347,0.09177,7.82424,0.29017,3.25161,0,0,0,0,0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377,0,0,0,1
"461","1",0,0.2849,3.67141,0.00213,2.34966,0,0,0,0,0,0,0.01169,0,0,0,0.00232,0,0,0,0.02738,0,0,0,0,0,0.00369,0,0,0,0.96661,0,0,0,2
"462","1",0,0.01316,3.63163,1.44358,1.26847,0.04272,0,0.00301,0,0,0,0.00596,0,0,0,0.00185,0.03871,0,0,0.00391,0.00133,0,0,0,0,0.00166,0,0,0,0,0,0,0,2
"463","1",0,0,1.68682,0,2.955,0,0,0,0,0,0,0.00503,0,0,0,0,0,0,0,0.00147,0.06646,0,0,0,0,0.00109,0,0,0,0,0,0,0,2
"464","1",0,0.04723,0.14646,0,0.07392,0.32101,0,0,0.0261,0,0,36.15131,0.0391,0.02702,0.00901,0.06533,0,0,0,0,0,0,0,0.0037,0.28805,0,0,0.66494,0.52687,1.18972,0,0,0,1
"465","0",0,0.04587,0.1651,12.36339,0.01625,12.48198,0,0.09046,0,0,0,0.00507,0,0,0,0,0,0,0,0.11117,0.00281,0.02798,0,0,0,0,0,0,0,0,0,0,0,1
"466","0",0.00693,0.1218,0.98877,0,0.56561,3.00768,0,0,0,0,0,9.5989,0,0,0,0.01458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"467","0",0.00095,0.01685,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638,0,0,0,0,0,0.01405,0,0,0,0,0,0,0,2
"468","0",0,0.00114,0,6.69738,1.23128,0,0,0.06407,0,0,0,22.47647,0,0,0,0.0039,0,0,0,0,0,0,0,0,0,0.00188,0,0,0,0,0,0,0,1
"469","1",0,0,0.40558,19.532,48.01709,0,0,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0,0,2
"470","1",0,0.01085,2.39259,0.00359,9.55259,0.00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658,0,0.02692,0,0.00095,0,0.00705,0,0,0,4.35326,0,0,0,1
"471","0",0,0.00408,0.77721,0.00234,0.10039,6.71143,0,0.00953,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0,0,0,0,0,0.28928,0,1.17823,0,0,0,1
"472","1",0,0.00064,0.42796,0.002,0.06393,0.26609,0,0.09523,0,0,0.14486,20.61868,0,0,0,0,0.00784,0,0,0,0.00105,0,0,0.00195,0,0,0,0,0,0,0,0.0151,0,1
"473","0",0,0.02413,0.09516,0.00047,8.01897,0.00042,0,0.02665,0,0,0,0,0,0,0,0,0,0,0,0.02922,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,2
"474","1",0,0.38127,3.56449,0.01462,0.16956,0.98116,0,0.00733,0,0,0,23.99171,0,0,0,0.00073,0,0,0,0.00468,0,0,0,0,1.34977,0,0,0.09142,0.03166,0.96929,0,0,0.00794,1
"475","1",0,0,2.15977,0.0048,2.83071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13799,7e-04,0.02138,0,0,0,0,0,0,0,0,0,0,0,2
"476","0",0,0.24288,0,0.00081,0.00903,0,0,0,0,0,0,0,0,0,0,0,0.02076,0.00631,0,0,0,0,0,0,0,0.00057,0,0,0,0,0,0.00384,0,2
"477","0",0,0.00014,1.05817,10.65527,1.1378,1.84806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38201,0,0,0,1
"478","1",0,0,0.46431,0.00226,2.49228,0.00911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356,0,0,0,0.00194,0,0,0,0,0,0,0,2
"479","1",0,0,0,6.40845,0.39624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03342,0.00039,0,0,0,0,0.00444,0,0,0,0,0,0,0,2
"480","0",0,0.04197,2.66129,19.77143,0,0,0,0,0,0,0,3.65728,0,0,0,0,0,0,0,0.17235,0,0,0,0,0,0.00884,0,0,0,0.90137,0,0,0,1
"481","1",0,0.00091,0.66308,11.09757,0,3.76577,0,0.18741,0,0,0.1604,0,0,0,0,0.00026,0,0.00756,0,0.06409,0,0,0,0,0,0,0,0,0,2.79378,0,0,0,1
"482","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06126,0,0,0,0,0,0.001,0,0,0,0,0,0,0,2
"483","0",0,0.00506,1.10699,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3068,0.6143,0,0.00474,0,0,0,0,0,0.00609,0,0,0,0,0,0.00347,0,2
"484","1",0.00369,0.03348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01262,0,0.00075,0,0,0,0,0,0,0,0.01531,0,2
"485","0",0,0,1.0372,0,6.20907,0,0,0.0504,0,0,0,0,0,0,0,0,0,0,0,0.01506,0.02768,0,0,0,0,0,0,0,0,0,0,0,0,2
"486","1",0,7e-04,1.19083,13.50538,4.76117,15.04589,0,0.02331,0,0,0.3639,0,0,0,0,0,0,0,0,0.12808,0.00842,0,0,0,0,0,0,0.09366,0.00628,2.44787,0,0,0,1
"487","1",0.00308,0.06546,1.83409,0,0.37383,0,0,0.02869,0,0,0,27.24021,0.21917,0.04643,0,0.00515,0,0.14329,0,0.02478,0,0.00365,0,0.00125,0,0,0,0,0.11778,1.28713,0,0,0,1
"488","0",0,0.04802,1.0879,0,0,0,0,0.00964,0,0,0,5.0052,0,0.00259,0,0.00466,0,0,0,0.00482,0,0,0,0,2.89264,0.00386,0,0,0.06421,2.14151,0,0,0,1
"489","1",0.00082,0.00282,0.68009,0,0.24281,0,0,0.00532,0,0,0,0,0,0,0,0,0,0,0,0.07363,0,0.03867,0,0.00238,0,0.00891,0,0,0,2.42719,0,0,0,2
"490","0",0,0.01329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06721,0,0.01888,0,1
"491","1",0,0.00588,0.17364,10.07789,0.33948,9.92746,0,0,0,0.01207,0.24664,0,0,0,0,0,0,0,0,0.0017,0.01925,0,0,0.03081,0,0,0.00479,0,0.66627,1.46621,0,0.01996,0,1
"492","1",0,0,0.28963,0,0,0,0,0.00938,0,0,0,0,0,0,0,0,0,0,0,0.01192,0,0,0,0,0.32353,0.02842,0,0,0.00781,1.10871,0,0,0,1
"493","0",0,0,0.97996,3.18754,0.46847,0.80658,0,0.00261,0,0,0.10657,43.85087,0,0,0,0,0,0,0,0.00329,0,0,0,0,0,0.00703,0,0,0,1.29397,0,0,0,1
"494","0",0.12901,0.11646,0,0,0.00901,13.86634,0,0.02024,0.91835,0,0,0,0.05464,0.00217,0,0.0272,0,0,0,0,0,0.0222,0,0.12553,0,0,0,0,1.07336,2.02209,0,0.54167,0.15607,1
"495","1",0,0,0,0,37.74303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08667,0,0,0,0,0,0,0,0,3.64389,3.94,0,0,0,2
"496","1",0,0.00036,0.68808,0,4.49266,0,0,0,0,0,0,0,0,0,0,0.0057,0,0,0,0.00584,0.00616,0,0,0,0.45109,0,0,0,0,4.69582,0.4256,0,0,2
"497","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02659,2.23206,0,0,0,1
"498","0",0,0.00972,0.76382,0,0.83738,0.04801,0,0,0,0,0.6992,1.06671,0,0,0,0.00442,0,0,0,0,0,0,0,0,4.22295,0,0,0,0,0.39626,0,0,0,1
"499","0",0,0.03769,0.81776,10.85871,0,6.93778,0,0.00257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33392,0,0,0,1
"500","0",0,0.00318,0.87073,3.57472,4.87392,0,0,0.00416,0,0,0,0,0,0,0,0.01093,0,0,0.01515,0.04268,0,0,0,0,0.00695,0,0,0.92921,2.07747,2.13381,0,0,0,1
"501","1",0,0,0.68357,0,0.00299,1.82196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08853,0.0073,0.04426,0,0,0,0.01956,0,0.008,1.37973,0,0,0,0,1
"502","1",0,0,1.78617,0.14781,22.98532,0,0,0,0,0,0,0,0,0,0,0.00242,0,0,0,0,0,0,0,0,0,0,0,0,3.63961,2.08975,0,0,0,1
"503","0",0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0.00189,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"504","0",0,0.02813,0.23599,0,8.32857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00715,0,0,0,0,0,0,0,0,0,0,0,0,2
"505","1",0,0,0.86835,0.78918,0.30042,6.57866,0,0,0,0,0,66.32733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18452,0,0,0,1
"506","1",0,0,0,0,5.22876,1.54657,0,0.3367,0,0,0,0,0,0,0,0,0,0,0,0.08844,0.09434,0,0,0,0,0,0,0,1.82069,0,0,0,0,2
"507","1",0.0121,0.10523,0.38433,0.83353,0.08129,0,0,0,0.01117,0.00465,0,29.81334,0,0,0,0,0,0.25655,0,4e-04,0,0,0,0,0,0,0,0,0.01645,0,0,1.37227,0,1
"508","0",0,0.00594,0.69636,0.71605,0.06351,0,0,0.25113,0,0,0,0,0,0,0,0.00976,0,0,0,0.03774,0,8e-04,0,0,0,0.00677,0,0,4.72054,4.10661,0,0,0,1
"509","1",0,0.00307,0.86187,6.44086,0,3.69667,0,0.04871,0,0,0.47136,0,0,0,0,0,0,0,0,0.07283,0,0,0,0.00068,0,0,0,4.99746,0,0,0,0.00364,0,1
"510","1",0,0,0.04563,7.79749,0.01463,4.76971,0,0,0,0,0,0,0,0,0,0,0,0.25639,0,0,0,0,0,0,0.09195,0,0.0136,0,0,0.24752,0,0,0,1
"511","0",0,0.00077,0.46148,0,0.28842,10.83209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02469,0,0,0,0,0,0.00248,0,0,0,0,0,0,0,2
"512","1",0,0.0068,0.395,0,0,7.98693,0,0.04497,0,0,0,28.45345,0,0,0,0.00267,0,0.24829,0,0,0.00621,0,0,0,0.32493,0,0,0,0.48588,0,0,0,0,1
"513","0",0,0.66555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03194,0,0.44722,0,0,0,0,0,0.13055,0,0,0.00261,0,0,0,0,0.01951,0,1
"514","1",0,0,0.72042,0,0.00097,0,0,0.81245,0,0,0,0,0,0,0,0,0,0,0,0.00665,0,0,0,0,0,0,0,0,3.14256,1.01905,0,0,0,2
"515","1",0,0,0,0,0.12668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0.00717,0,0,0,0,0.00196,0,0,0,0,0,0,0,2
"516","0",0.02134,0.11749,0.79576,0,0,4.74871,0,0,0,0.00348,0.05061,0,0,0.01155,0,0.02127,0,0,0,0.02765,0,0.01344,0,0.01713,0,0.03238,0,0,20.75179,0,0,0,0,1
"517","0",0,0.00027,0.72658,3.09143,0.54357,0,0,0,0,0,0.62328,56.06503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"518","0",0,0.00136,0.69278,0,3.02143,0,0,0,0,0,4.76199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97673,0,0,0.00225,0,2
"519","1",0,0.0208,1.83317,1.95408,0.02193,0.99508,0,0,0,0,0.03299,39.59842,0,0,0,0,0,2.9941,0,0,0,0,0,0,0.80809,0,0,0.49415,0,0,0,0.02229,0,1
"520","0",0.00227,0.0547,0.28399,0,3.69852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"521","1",0,0.02627,0.60788,0,0.00061,6.08643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02602,0,0,0,0,0,0.00777,0,0,0,0,0,0,0,2
"522","0",0,0,0,0,0.00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1351,0,0,0,0,0,0,0,0,1.36208,4.79376,0,0,0,2
"523","0",0,0,0,0.96705,0,0,0,0.04131,0,0,0,26.64911,0,0,0,0,0,0,0,0.00486,0.00384,0,0,0,0,0,0,0,0,0,0,0,0,1
"524","1",0,0,0,31.34781,3.16619,22.40152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02282,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"525","0",0,0,0.9006,0,0.29533,0.30905,0,0,0,0,0,42.04999,0,0,0,0,0,0,0,0,0,0,0,0,0.3994,0,0,1.0396,0,2.31803,0,0,0,1
"526","1",0,0.02071,0.14234,0.56975,0.0053,0.11344,0,0,0,0,0.02812,38.88057,0,0,0,0,0.0067,0.02407,0,0,0,0,0,0,0.1876,0,0,0,0.00275,0.2734,0,0.02465,0,1
"527","1",0.00807,0,0.58553,0,5.43267,4.78873,0,0.15478,0,0,0,0,0,0.00412,0.00172,0.04212,0,0,0,0.00476,0,0,0,0.01742,0,0,0,0,17.13675,0.44795,0,0,0,1
"528","1",0,0.05227,0.60151,6.37528,1.91299,9.25057,0,0,0,0,0,0,0.00479,0.01987,0,0.08,0,1.32227,0.00457,0.04398,0,0,0,0.00626,0,0.00668,0.03793,0,0,0,0,0,0,1
"529","0",0,0.13983,0,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04839,0,0,0,0.05515,0,0.00737,0.01726,0,0,0,0,0.15083,0,2
"530","0",0,0,0.02189,0,2.95118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01788,0.0087,0,0,0.00397,0,0,0,0,0,0,0,0,0,2
"531","1",0,0,1.08967,17.13668,0.06705,9.18395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60305,6.11167,0,0,0,0,1
