"","group","s__Actinomyces_graevenitzii","s__Rothia_mucilaginosa","s__Collinsella_aerofaciens","s__Bacteroides_coprocola","s__Bacteroides_dorei","s__Bacteroides_plebeius","s__Butyricimonas_synergistica","s__Parabacteroides_goldsteinii","s__Porphyromonas_gingivalis","s__Alloprevotella_unclassified","s__Paraprevotella_clara","s__Prevotella_copri","s__Prevotella_histicola","s__Prevotella_melaninogenica","s__Prevotella_pallens","s__Gemella_haemolysans","s__Lactobacillus_crispatus","s__Lactobacillus_salivarius","s__Streptococcus_downei","s__Clostridium_asparagiforme","s__Pseudoflavonifractor_capillosus","s__Eubacterium_limosum","s__Coprococcus_eutactus","s__Oribacterium_sinus","s__Catenibacterium_mitsuokai","s__Erysipelotrichaceae_bacterium_2_2_44A","s__Anaeroglobus_geminatus","s__Megamonas_funiformis","s__Fusobacterium_mortiferum","s__Sutterella_wadsworthensis","s__Aeromonas_veronii","s__Klebsiella_unclassified","s__Aggregatibacter_aphrophilus","cluster"
"108","1",0.00906,0.00217,2.12675,0,0.03136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0.08278,0.00657,0,0,0,0.00571,0,0,0,0.00928,0,0,0,2
"109","1",0,0,2.19979,0,0.0137,0.00328,0,0,0,0,0,0.00633,0,0,0,0,0.01885,0,0,0,0,0,0,0,0,0,10.28949,0,0,5.50994,0,0.01124,0,1
"110","1",0,0.00612,0.14779,0,9.01761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576,0.02848,0,0,0,0,0,0,0,0,2.48552,0,0,0,2
"111","0",0.00072,0.0375,0.71552,0,1.50351,5.37476,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4756,0,0,0,1
"112","1",0,0.0113,2.03405,0,1.28107,0,0,0,0,0,0.33503,0,0,0,0,0,0,0,0,0.02111,0.01369,0,0,0,0,0,0,0,0,0,0,0,0,2
"113","1",0,0.00126,0.48806,0,3.56577,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,0.00387,0.02302,0,0,0,0,0.00433,0,0,0,0,0,0,0,2
"114","1",0,0.00079,3.35277,0,1.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01625,0.0171,0,0,0,0,0,0,0,0,0,0,0,0,2
"115","1",0,0.00901,0.00368,0,0.00444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00485,0,0,0,0,0,0,0,0,2
"116","0",0,0,1.87557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,1.78403,0,0,0,2
"117","1",0.0044,0,0.01144,0,0.70229,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07076,0,0,0,2.98566,0.00074,0,0,0,0.1491,0,0,0,2
"118","0",0,0.00611,1.71745,0,2.05995,0.00581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01744,0,0,0,0,0,0,0,0,5.19971,0,0,0,1
"119","0",0,0.025,0,0,0,0,0,0.00289,0,0,0,0.02584,0,0,0,0,0,0,0,0.05255,0.07924,0,0,0,0,0,0,0,0,0,0,0,0,2
"120","0",0,0,3.09369,0,0.26028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"121","1",0,0.10732,0.63175,0,0.57389,0.00671,0,0.92499,0,0,0.34487,0.64628,0.00153,0,0,0.00232,0,0,0,0.00847,0.04951,0,0,0.02151,0,0.00618,0,0,0,0.52806,0,0,0,1
"122","1",0,0.00672,0,0,18.9486,0.00122,0,0,0,0,0,0.00666,0,0,0,0,0,0,0,0.00572,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"123","1",0,0,1.70427,0,2.09474,0.11891,0,0,0,0,0.22449,0,0,0,0,0,0,0,0,0.06239,0.01378,0,0,0,0,0.01711,0,0,0,1.36375,0,0,0,1
"124","1",0,0.00731,0.62313,0,0.00127,0.71731,0,0.11847,0,0,0.2678,2.62181,0,0,0,0,0,0,0,0,0.01423,0.0018,0,0,0,0.01548,0,0,0,0.84328,0,0,0,1
"125","0",0,0.19872,0,0.01358,0.25626,2.24825,0,0,0,0,0,0.00409,0,0,0,0.012,0,0,0,0.00045,0,0,0,0.02821,0,0,0,0,0,0,0,0,0,1
"126","1",0,0,1.42332,0,3.77851,0,0,0,0,0,0,0,0,0,0,0.01951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"127","1",0,0.03913,0.59732,0.27522,0.00201,1.89366,0,0.00349,0,0.01121,0,3.33138,0,0,0,0,0,0,0,0,0,0,0,0.00996,0,0,0,0.00051,5.99606,0,0,0,0,1
"128","1",0,0.00189,1.93969,14.99475,0.00231,0,0,0,0.00319,0,0,0,0,0,0,0.01275,0,0,0,0.04783,0,0,0,0,0,0.0064,0,0,0,2.35338,0,0.01075,0,1
"129","1",0.04694,0.17955,0.38431,0,0.00161,0,0,0,0.01565,0.04332,0,0,0,0.13375,0,0.0465,0,0,0,0,0,0,0,0.07105,0,0,0,0.84382,0,3.07599,0,0,0,1
"130","1",0,0.01538,4.64911,0,0.21369,6e-04,0,0,0,0,0,0.11349,0,0,0,0.00398,0,0,0,0.00736,0.03652,0.06804,0,0.00057,0,0.01506,0,0,0.11735,0.18314,0,0,0,1
"131","1",0,0.00891,0.42933,0,3.65521,4.39269,0,0.13226,0,0,0,0,0,0,0,0,0,0,0,0.01111,0.00284,0,0,0,0,0.00293,0,0,0,0,0,0,0,2
"132","1",0.00205,0,0,0,0,0,0,0,0,0,0,0.00688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86163,3.64522,0,0.00312,0,1
"133","1",0,0.00228,3.10344,8.61237,2.75216,0,0,0,0,0.08131,0,0.00551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18339,0,0,0,0,1
"134","0",0,0.09295,0.05059,1.0708,0.02404,0.71029,0,0.21384,0,0,0,47.58129,0,0,0,0.0231,0,0,0,0,0,0,0,0.00534,0,0,0,0,0,0.19968,0,0,0,1
"135","0",0.02594,0.03058,2.65353,0,7.1622,0,0,0.0228,0,0,0.00294,0.31893,0,0,0,0.00804,0,0,0,0.07261,0,0.04505,0,0.0037,4.26222,0.00122,0,0,0,0.85342,0,0,0,1
"136","0",0,0,1.53763,1.75691,0.11112,1.383,0,0,0,0,0,35.40704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52691,0,0,0,1
"137","1",0.01034,0.00696,0,0,0,0,0,0.01608,0,0.00265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0,0,0,0,0,0,0,2
"138","0",0,0.02801,2.76478,0,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02126,0.02075,2
"139","0",0,0.00055,0.06807,14.61385,2.0791,9.27538,0,0,0,0,1.8375,0,0,0,0,0,0,0,0,0.03899,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,1
"140","0",0,0,0,0,0.00066,10.63802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36953,4.85689,0,0,0,1
"141","1",0,0,0.15296,0,0.24069,1.72659,0,0.01639,0,0,0.2338,39.12906,0,0,0,0,0,0,0,0.00051,0.00912,0,0,0,0.1027,0,0,0.009,0,0,0.00552,0,0,1
"142","1",0,0,0.09292,0,0.14732,6.45296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03976,0.00781,0,0,0,0,0,0,0,0,0,0,0.0967,0,2
"143","1",0.01849,0.03272,0.31775,0,0.03388,0,0,0,0.93208,0.00802,0,0,0.001,0.01199,0.02787,0.03045,0,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0,0,0,2
"144","1",0,0.00163,0,0,9.98757,0,0,2.61856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867,0,0,0,0,0,0,2
"145","1",0,0,0.25637,0,5.21688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15479,0.01675,0,0,0,0,0.00051,0,0,0,0,0,0,0,2
"146","0",0,0,0,0,23.67203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09575,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,2
"147","0",0,0,1.10172,0,19.22267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"148","1",0.00516,0.04433,3.43751,0.40654,0.55368,0.79663,0,0,0,0,0,25.33074,0,0,0,0,0,0.03371,0,0,0,0,0,0,0,0,0,0,0.02963,1.80121,0,0,0,1
"149","0",0,0.15297,0.63503,0,0,0,0,0,0,0.00458,0,0,0,0,0,0.04975,0,2.20512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"150","0",0,0,0.1692,0.75758,0.16006,1.44128,0,0.02005,0,0,0,36.48555,0,0,0,0,0,0,0,0.00664,0.00594,0,0,0,0,0.00157,0,0.10874,0,0.57898,0,0,0,1
"151","1",0,0,3.37361,0,0.16364,0,0,0,0,0,0,11.20324,0,0,0,0,0,0,0,0,0.00123,0,0,0,1.68936,0,0,0,0,0,0,0,0,2
"152","0",0,0.02335,0.53595,0,0.14094,0.86027,0,0.01419,0,0,0,30.04486,0,0,0,0,0,0,0,0.03541,0.00174,0,0,0,0.76323,0,0,0.08736,0.31838,0,0,0,0,1
"153","0",0,0,1.82972,0,1.70749,8.86614,0,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.02964,0.0012,0,0,0,0,0,0,0,0,2.4971,0,0,0,1
"154","1",0,0.00076,0.67876,6.11108,1.74138,0.7839,0,0.06075,0,0,0,30.31055,0,0,0,0,0,0,0,0.05398,0.07521,0.06775,0,0,1.01393,0.00307,0,0.76754,0,0.76654,0,0.03536,0,1
"155","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01939,0,2
"156","1",0,0,0.1629,0,0.62374,2.57693,0,0.0553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96351,0.46362,0,0.01257,0,1
"157","0",0,0.12113,0.74892,0,6.57027,0,0,0,0,0,0,0,0,0,0,0,0,0.00243,0,0.07081,0.00056,0,0,0.01299,0,0,0,0,0,0,0,0.17594,0,2
"158","0",0,0.0377,1.55974,0,1.27424,0,0,0,0,0,0,0.00524,0,0,0,0.01351,0,0.01346,0,0,0,0,0,0,0,0,0,0,3.44782,0,0,0,0,1
"159","1",0,0,0.88254,0,0,4.55821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0.00491,0,0,0,0.97681,0,0,0,1
"160","1",0,0,1.51103,0,0.2438,0.00074,0,0.09252,0,0,0,1.68627,0,0,0,0,0.00055,0.0939,0.00704,0.00095,0.00392,0,0,0,0,0.0049,0,0.03886,0,0,0,0.00261,0,1
"161","1",0.00172,0.02734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,2
"162","0",0,0.00401,0.43543,0,0.57864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189,0.01751,0,0,0,0,0,0,0,0,0,0,0.13611,0,2
"163","1",0,0.001,0.32963,2.59224,0,0.66175,0,0.00367,0,0,0.05575,54.98172,0,0,0,0,0,0,0.01956,0,0,0,0,0,0,0,0,0.23904,0,1.20343,0,0,0,1
"164","1",0.02219,0.01684,1.50473,0,0,0,0,0,0,0,0,0.00385,0,0,0,0.04254,0,0,0,0.03944,0,0,0,0,0,0.00313,0,0,0,0,0,0,0,2
"165","0",0,0,0,0,9.93922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05438,0,0,0,0,0,0,0,0,0,3.98068,0,0,0,2
"166","1",0,0,0,3.39104,0.69771,5.16033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38911,0.11094,0,0,0,0,0,0,0,0,0,0,0,0,1
"167","0",0,0,0,0,16.69537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395,0,0,0,0.98957,0,0,0,2
"168","1",0,0.03864,0.50197,2.00589,0.01176,3.64085,0,0,0,0,0.24209,0,0,0,0,0.01735,0,1.38862,0,0,0,0,0,0.00692,0,0,0,0.01772,0,0.09889,0,0.64041,0.03818,1
"169","0",0,0.00066,0.48184,0,7.67001,0,0,0.48158,0,0,0,39.31716,0,0,0,0,0,0.02593,0,0.09425,0,0,0,0,0,0,0,0,0,0,0,0.02404,0,1
"170","1",0,0,1.55969,0,12.41558,0.02129,0,0.77728,0,0,0,0.26607,0,0,0,0,0,0,0,0.03581,0.02488,0,0,0,0,0.00401,0,0,0,0,0,0,0,2
"171","0",0,0.0032,0.56994,0,18.21105,0,0,0.2796,0,0,0,0,0,0,0,0,0,0,0,0.11675,0.10685,0,0,0,0,0,0,0,0,0,0,0,0,2
"172","0",0.01032,0,2.34289,0,2.6686,0,0,0,0,0,0,0,0,0,0,0.01382,0,0,0,0,0,0,0,0.00705,0,0,0,0,0,0,0,0,0,2
"173","1",0,0,0.47796,0.33319,1.59299,0,0,1.33485,0,0,0.04076,8.48896,0.0023,0,0,0,0,0,0,0.00452,0.00455,0,0,0,0.18052,0,0,0,0,1.11571,0,0,0,1
"174","0",0,0.00107,0,0,3.33298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01445,0,0,0,0,0,0.00389,0,0,0,0,0,0.01343,0,2
"175","1",0,0,0.02522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12295,0,0,0,0,0,2
"176","1",0,0.00093,0.52485,0,0.02611,0,0,0.50149,0,0,0,0.86054,0,0,0,0.00951,0,0,0,0.03503,0.00603,0,0,0,1.02399,0,0,0,0.3159,1.47388,0,0,0,1
"177","0",0,0.00385,0.10594,0,0.17253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02101,0,3.03049,0,0,0,2
"178","0",0,0,0,0,0.00391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11806,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"179","0",0,0,0.00242,0.00537,0.06359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101,0,0,0,0,0.01405,0.00138,0,0.00404,0,1
"180","0",0,0,0,0,4.44702,0,0,0,0,0.00385,0,0,0,0,0,0,0,0,0,0,0,0.01983,0,0,0,0.08925,0,0,0.85973,4.44589,0,0,0,1
"181","0",0,0,0,18.95119,1.30287,0,0,0.01447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7564,0.64866,0,0,0,1
"182","0",0,0.00424,0,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04633,0,0,0,2
"183","0",0.00022,0.04746,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0.00505,0,0,0,0,0,0,0,0.01695,0,0.01843,0.00048,0,2.43428,0,0,0.68991,0,1
"184","0",0,0,0.73677,0,0,0,0,0.02053,0,0,0.2987,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,1.16413,28.99751,2.21593,0,0,0,1
"185","1",0.00062,0.00718,4.702,0.00152,0,0,0,0,0,0,0.0848,29.96004,0,0,0,0.01378,0,0,0,0.03391,0,0,0,0,0,0.00914,0,0.38526,0.50036,1.31767,0,0,0,1
"186","0",0,0.03621,1.05719,24.56595,6.51611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"187","0",0,0.21902,0.58632,0,0,0,0,0,0,0,0,0,0.05451,0,0,0.01299,0,0,0,0,0.04247,0,0,0.14842,0,0.04787,0,0,0,0,0,0.0588,0,2
"188","0",0,0,0.13992,9.09784,0.14273,4.39758,0.0053,0.02407,0,0,0,32.18131,0,0.00749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48091,0,0,0,1
"189","0",0,0.03035,0.31647,0,1.8112,2.44331,0,0.03832,0,0,0.13252,0.00113,0,0,0,0,0,0,0,0.00265,0,0,0,0,0,0.00063,0,0,0,2.75302,0,0,0,1
"190","1",0,0,4.7608,0,0.38167,0,0,0.28813,0,0,0.89594,0.57469,0,0,0,0,0,0,0,0.01455,0.01341,0.02868,0,0,0,0.0043,0,0,0,0.07691,0,0,0,2
"191","1",0,0,1.33883,0,0.07477,0,0,0,0,0,0.19633,0,0,0,0,0.00134,0,0,0,0.00987,0,0,0,0,0.01969,0,0,0,0,1.40292,0,0,0,2
"192","0",0,0.03399,0,0,2.28025,0,0,0,0,0,0,0,0,0,0,0.00447,0,0,0,0.01725,0,0,0,0.00248,0,0,0,0,0,0,0,0,0,2
"193","0",0.02463,0.02143,3.02772,0,0,8.22578,0,0,0,0,0,0,0.00085,0.00049,0,0.01264,0,0.03953,0,0,0,0,0,0,1.71627,0,0,0,0,1.92217,0,0,0,1
"194","1",0,0,0.69517,0,0.95,0.95334,0,0.30285,0,0,0,0.73925,0,0,0,0,0,0,0,0.01152,0.02273,0,0,0,0,0.00332,0,0,0,0.04846,0,0,0,2
"195","0",0,0.00969,0.30492,0,0.03306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72603,3.08424,2.48323,11.52656,0,0,0,1
"196","0",0,0.02455,1.32224,0,27.37046,0,0,0,0,0.012,0,0,0,0.06476,0.04813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"197","1",0,0.02322,1.89127,0,9.64478,0,0,0,0.03498,0,0,0,0,0.00511,0,0.05537,0,0,0,0,0,0,0,0.00573,0,0,0,0,0,0,0,0,0,2
"198","1",0,0.04263,1.07597,0,0,0,0,0.15925,0.00022,0.00545,0,0,0,0,0,0.03009,0,0,0,0.03744,0.02357,0.0014,0,0.02016,0,0.01963,0,0,0.44513,2.18989,0,0.00209,0,1
"199","1",0,0,1.87058,0,1.78848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232,0,0,0,0,0,0,0,2
"200","1",0,0.01433,0.72268,0,9.35558,0,0,0,0,0,0,0,0,0,0,0.00306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01168,0,2
"201","1",0,0,1.92171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19976,5.0776,0,0.60867,0,1
"202","1",0,0,0,0,3.15942,0,0,0,0,0,0.74345,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"203","0",0,0.09544,0,0,0.00489,0,0,0,0,0,0,0.00226,0,0,0,0.00288,0,0,0,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,2
"204","0",0,0.00784,1.99593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04593,0,0.01197,0,0,0,0,0,0,0.08523,1.31436,0,0.01307,0,1
"205","1",0.00524,0,1.73569,0,1.00444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02435,0,0,0,0,0,0,0,3.33378,0,0.08471,0,1
"206","0",0,0,0,0,2.70723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05927,0.03769,0,0,0,0,0,0,0,0,0,0,0,0,2
"207","0",0.00241,0.03511,2.65993,0,0,0,0,0,0,0,0,0.00175,0.06213,0.05572,0.01714,0.0301,0,0.00758,0,0,0,0,0,0.0364,0,0.00062,0,0,0,0,0,0,0,2
"208","0",0.18259,0.90383,0,0,1.31404,0,0,0.02865,0.53265,0,0,0.00577,0.33138,0.34063,0,0.17495,0,2.54544,0,0.02287,0,0.00963,0,0,0,0.01259,0,0,0,0,0,13.77712,0,1
"209","1",0.00424,0.02022,1.50001,0,0.07287,0,0,0.00951,0,0,0,0,0.0112,0.00277,0,0,0,0.02575,0,0.01636,0,0,0,0,0,0.00568,0,0,0,0,0,0,0,2
"210","1",0,0.00606,1.72299,0,0.12288,8.38847,0,0.01658,0,0,0.23737,1.93666,0,0.00256,0,0,0,0,0,0.01557,0,0,0,0,0,0,0,0.39344,0.78072,1.40322,0,0,0,1
"211","1",0,0.05846,2.94829,0,0.23908,0,0,0.02949,0,0,0,19.26566,0,0,0,0.01277,0,0,0,0,0,0,0,0,2.30182,0,0,0.17654,0,1.98682,0,0.001,0,1
"212","0",0,0.00978,0.11787,0,9.24363,0,0,0.17636,0,0,0,0,0,0,0,0,0,0,0,0.00199,0,0,0,0,0,0,0,0.09979,0,0.64327,0,0.00196,0,2
"213","0",0.00557,0.00158,0.09982,0,1.68256,0,0,0.03436,0,0,0,0,0,0,0,0.00138,0.00829,0,0,0,0,0,0,0.00565,0,0.00151,0,0,0,0.00621,0,0,0,2
"214","1",0,0,1.22604,0,4.3143,21.88174,0,0,0.02861,0,0,0,0,0,0,0,0,0,0,0.00575,0,0,0,0,0,0,0,0,0,2.5814,0,0,0,1
"215","1",0,0.03186,2.72914,0,0.51407,0,0,0.84686,0,0,0,0,0.06821,0.038,0,0.06491,0,0,0,0.00896,0,0,0,0,0,0.00397,0,0,0,0,0,0.00698,0,2
"216","1",0,0.0051,1.99554,0,2.50167,0,0,0.07096,0,0,0,0,0,0,0,0.02195,0,0,0,0.00159,0,0,0,0.02982,0,0,0,0,0,0,0,0,0,2
"217","1",0.00109,0.00241,0,0,0,5.69181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0.00728,0,0,0,0,0,0,2
"218","0",0,0.14537,0.30461,14.54809,0.10785,0,0,0.14816,0,0,0,0,0,0,0,0,0,0,0,0.03231,0.01917,0,0,0.00927,0.16576,0,0,0,0,0,0,0.34976,0.02673,1
"219","0",0,0.00171,0,0,13.64993,0,0,0,0,0,0,43.62906,0,0,0,0,0,0,0,0.00722,0.01738,0,0,0,0,0,0,0,0,0,0,0,0,2
"220","0",0,0.01343,0.68724,0,22.64096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586,0.0121,0,0,0,0,0.00389,0,0,0,2.48011,0,0.01171,0,2
"221","0",0,0.00046,0,0,1.87547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15882,0,0,0,0,0,0,0,0,3.57772,0,0,0,0,2
"222","1",0.00668,0.07268,0,10.25811,9.05665,0,0,0,0,0,0,0,0,0.00127,0,0.0297,0,0,0,0,0,0,0,0.00615,0,0,0,0,0,0,9e-04,0.39439,0,1
"223","0",0,0.01687,0.80612,0,0.7811,10.79301,0,0.02915,0,0,0,0,0,0,0,0,0,0,0,0.00657,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"224","1",0,0,0.75378,0,0.0141,57.5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"225","1",0,0,0.3965,0,0.91865,0,0,0,0,0,0,34.51977,0,0,0,0,0,0,0,0.01241,0.09358,0,0,0,0,0,0,0.02903,0.00408,0,0,0,0,2
"226","0",0,0,1.0878,0,0.83765,0,0,0.24711,0,0,0,0.05073,0,0,0,0,0,0,0,0.03707,0.00989,0,0,0,0,0.00811,0,0,0,0.04815,0,0,0,2
"227","1",0.04292,0.02488,0,0,1.60982,0,0,0.0744,0,0,0,0,0.04592,0.0102,0.01705,0.01049,0,0,0,0.00254,0,0.0017,0,0.03368,1.58127,0.00327,0,0,4.75777,0.86879,0,0,0,1
"228","1",0,0,2.3917,0,0,0,0,0,0,0,0,10.76012,0,0,0,0,0,0,0,0.04641,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"229","1",0,0.27388,0.90319,0.9462,0.02009,0.69235,0,0.27768,0,0.00438,0.03431,5.37138,0,0.02458,0,0.18083,0,0,0,0.01845,0,0.01021,0,0.04436,0.4807,0.14639,0,0.00225,4.02082,0.05358,0,2.1258,0.00123,1
"230","0",0,0.00213,0.32127,12.65758,0,2.55245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"231","0",0,0.00209,0.66804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415,0,0.0012,0.00208,0,0,0,0,0.00089,0,0,0,0,0,0,0,2
"232","0",0,0,0,0,17.18133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529,0,0,0,0,0,0,0,0.3806,0.26629,0,0,0,0,1
"233","1",0,0.02314,0.53634,19.15366,0,21.81304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01892,0,0,0,0,0,0,0,0,0,1
"234","0",0,0,0.74638,0,5.56457,0,0,0,0,0,1.15945,0,0,0,0,0,0,0,0,0.03583,0,0,0,0,0,0,0,0,0,2.73562,0,0,0,2
"235","0",0,0,0,0,0,0,0,0.72305,0,0,0,0,0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0,0,7.7165,0,0,0,2
"236","1",0,0,0.28769,0.32368,0,14.55864,0,0,0,0,0.59555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"237","1",0,0.01824,0.43024,0,0.17789,3.21451,0,0.01812,0,0,0,54.61031,0,0,0,0,0,0,0,0,0.00062,0,0,0,0.47549,0,0,0,0.07376,0,0,0,0,1
"238","1",0,0.03439,0.54419,0,0.01026,0.31886,0,0.02874,0,0,0.08592,28.93287,0,0,0,0,0,0.01219,0,0,0,0,0,0,0.06098,0,0,0,0,0,0,0,0,1
"239","1",0,0,0.21672,0,0.21798,18.3072,0,0,0,0,0.84866,20.39639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82816,0.75259,0,0,0,1
"240","0",0,0.00352,1.55157,0,10.45876,0,0,0.0266,0,0,0,0,0,0,0,0,0,0.00496,0,0,0.00335,0,0,0,0,0.00184,0,0,0,4.86842,0,0,0,2
"241","1",0.05962,0.13488,0.40055,4.53779,0,0.8579,0,0.0225,0.00222,0,0.04786,0,0.0964,0.00977,0.00749,0.06624,0,0,0,0.00058,0,0,0,0.00869,0,0,0.00184,0,8.09767,0.2466,0,0,0.01026,1
"242","0",0,0.26291,0,0,8.89432,0,0,0,0,0,1.004,0,0,0.01639,0,0,0,0,0,0,0,0,0,0.01558,0,0,0,0,0,0,0,0,0,2
"243","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16159,0.00221,0,0,0,0,0.00785,0,0,0,0,0,0,0,2
"244","0",0,0.00937,3.10921,6.44957,0.06882,3.58696,0,0,0,0,0,0,0,0.00375,0,0,0,0,0,0.02515,0,0,0,0,0,0,0,0,0,1.76495,0,0,0,1
"245","1",0,0,0.99882,0,0.07116,0,0,1.69786,0,0,0.40015,0,0,0,0,0,0,1.08627,0,0,0,0,0,0,0,0.0077,0,0,0,1.58363,0,0,0,2
"246","1",0,0.00819,0.59012,16.73403,1.20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04597,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"247","0",0,0,0,0,0,0,0,4.87713,0,0,1.17824,0,0,0,0,0,0,0,0,0.41032,0,0,0,0,0,0.02185,0,0,0,0,0,0.02788,0,1
"248","1",0,0,0.14499,0,0.02851,1.11549,0,0.01837,0,0,0.05604,61.75411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"249","1",0,0.1373,0.44325,0,39.74666,0,0,0,0,0,0,0,0,0.43992,0,0.03142,0,0,0,0,0,0,0,0.02995,0,0,0,0,0,0,0,0,0,2
